Topic,Count,Name,Representation,Representative_Docs
36,35,36_trail_park_hike_fac,"['trail', 'park', 'hike', 'fac', 'lake', 'ride', 'train', 'playground', 'lot', 'wildlife']","['big fan trail wish close true bee top quite sure expect reach topprobably amazing <org> like cinematics blow wind find great trail run even run entire park first referee rugby couple hour many runner family awful like read trail like may get lose people follow find luckily well use trail plenty people lead right direction entrance fee <fac> mountain park', 'town san diego love hiking im staying <org> block away echo trailhead nothing go stop experience camelback even sprained ankle endless comment read hard hike bad idea anyone afraid height would completely disagree fear height heart sink im edge cliff ive never fall asleep airplane unless black try keep awake would think moderate fear height affect experience <fac> trail go come back summit look <fac> trail notice pretty sketchy ridge line narrow expose side like id probably avoid route far intensity <fac> trail extreme mean especially mountaineering trail use run switchbacks rock scramble hike new however overly technical lot fun way far water go personally didnt need bottle bring along become nuisance carry know tragedy occur hike due dehydration remember thats hike hell popular mountain matter odds say wouldnt recommend bringing water properly hydrate start however hike trail 3pm nice november day like dont freak read tip mid summer find drag gallon water hill end hike great workout probably good idea shape scenery view amaze back soon another run camelback enjoy friendly encouraging helpful company local thanks scottsdale', 'since weather awesome lately decide give trail try browse map various trail decide <fac> little mile include routennlost dog wash trail ntaliesin overlook backtrack tonold jeep trail tonringtail trail <fac> trail easy good beginner lot trail bike jogger action trail one group hiker stroller babiesseriously complete faili dont know thinkingnnuntil get high ground decent view <fac> couple spot <fac> <fac> much look atnhttp wwwyelpcom biz_photos lostdogwashtrailscottsdaleselect2fdee35hrvjmn5zspynq2fdee35hrvjmn5zspynqnhttp wwwyelpcom biz_photos lostdogwashtrailscottsdaleselectd9tp167hbqyd9ayllscdyad9tp167hbqyd9ayllscdyanhttp wwwyelpcom biz_photos lostdogwashtrailscottsdaleselectpiv7jl4vqvzzqpzsexgdwpiv7jl4vqvzzqpzsexgdwnhttp wwwyelpcom biz_photos lostdogwashtrailscottsdaleselectfwislfwlv9nrevlk0g3uhqfwislfwlv9nrevlk0g3uhqnhttp wwwyelpcom biz_photos lostdogwashtrailscottsdaleselect2sxvipce9uc537uwyfx9mw2sxvipce9uc537uwyfx9mwnnother view theres much look besides sonoran desertcholla saguaro weed brush random green stuff read <person> review trail hop see lot wildlife besides occasional bird two squawk didnt see hear anythingno javelina coyote hawk bobcat mountain lionswe struck outnnthere restroom trail head parking lot nice adequate im sure ill hike trail againi might go <fac> next time <fac> backside <fac> factor 50']"
37,35,37_food_buffet_restaurant_price,"['food', 'buffet', 'restaurant', 'price', 'salad', 'menu', 'wait', 'dessert', 'portion', 'drink']","['experience <person> restaurant generally high caliber unlike celebrity chef get impression <person> content rest laurel instead give quality attention menu quality food make famous table 10 disappoint nnwe want go one nicer restaurant town consensus choice peruse menu price certainly little pricey side unreasonable give quality food service begin service tremendous waiter vigilant take good care even honor checkin deal free glass sangria even though slightly check time needless say get good size tip nnmy friend tasting menu incredibly reasonable price 45 dollar first course bacon perfectly cook crispy cure drip sugar happen place give sauce bit bite quite pleasant dinner scallop perfectly cook rich creamy flavor literally melt mouth would recommend main course anyone even arent huge fan scallop well worth finally dessert ice cream delicious necessarily anything write home nnif youre look good meal strip place well worth', 'come time recently mom 241 coupon use decor please open enough one probably notice anything food large screen mount buffet line show various thing like <org> bit wait sometimes fairly normal buffet vega selection quite large instead usual buffet line line outside room <org> take wavy bell curve approach dessert section side entrance plus note offer free beer wine include buffet price since dont drink dont take advantage portion buffet vouch part drinker id think add bit extra value experiencelong youre one drive afternthere one odd experience one item offer ginger stirfried crab leg grab quickly time refill odd part seem cook instruct refill fairly small tray every often least 30min maybe 1hr filled twiceni stick 35 star review give bump since service everytime good refill drink take away use plate everyone', 'husband buy <org> 45 include buffet unlimited drink take hour finally get seat disappointing watch patron leave table get clear 1015 minute would think would rush get people crowd entire low level register nneverything smoothly get seat waitress take drink order bring promptly buffet set nicely station serve different type food like buffet like everything try rare food decent quality didnt feel like eat cafeteria food variety mexican middle eastern italian allamerican seafood station well salad dessert would recommend try mexican food favorite station nnthe dessert great also favorite boston cream cupcake bread pudding however lot cupcake flavor try pretty much lack overall dessert variety price pay think worth would come recommend get little early dinner avoid wait long line']"
38,33,38_und_der_die_ist,"['und', 'der', 'die', 'ist', 'ich', 'da', 'den', 'auch', 'nicht', 'das']","['gestern hat sich lincontro ein eigentor geschossen wir waren eine gruppe von personen und ging alles schief schief laufen kann nok nicht wirklich alles aber doch einiges neins vorab wir sind de u00f6fteren hier zu gast und bi jetzt ist eigentlich alles gut gelaufennnun aber zum gestrigen desaster getru00e4nke wurden bestellt und sie kamen dann auch da ist schon mal die halbe miete <person> sah beim <org> au wir mussten 15 std auf da essen warten obwohl der <person> gut wie leer war kurz vor dem servieren ist der ku00fcche aufgefallen das zutaten fu00fcr die eine speise ich weiu00df nicht mehr bestellt wurde ausgegangen waren der gast durfte sich neues bestellen natu00fcrlich viel spu00e4ter kam al bei den anderen darf echt net passierenneiner von uns hatte <org> und war lapprich das ungenieu00dfbar war wir haben sie zuru00fcckgehen lassen mu00fcssen der flammkuchen war zu lang im ofen die nudelgerichte waren nicht al dente sondern verkocht ich hatte die dorade die zwar gut war aber weiu00df gott nicht raffiniert ne gab noch etliche weitere beschwerden dass der <person> eine runde ramazzoti rausgemacht hat ist zwar nett aber der abend war gelaufennnn sterne gebe ich nur deshalb weil sonst immer ganz nett da drin war wir geben dem <person> bestimmt noch eine chance aber darf sich nicht wiederholen', 'al ergu00e4nzung neines der wichtigen dinge der kippe ist da gu00fcnstige essen <org> und hammerfru00fchstu00fcck kosten 350 euro wenn man ein getru00e4nk bestellt also nicht nur isst kostet nur noch 250 euro plus das getru00e4nk natu00fcrlich nu00dcber die qualitu00e4t de essens lu00e4u00dft sich streiten aber man wird gut satt auf der webseite findet man die aktuellen karten da das studiessen immer wieder wechseltnnn u00dcbrigens habe ich zum doppelten preis schon wesentlich schlechter ka gefru00fchstu00fcckt und die bratkartoffeln sind auch echt ok nund daru00fcber hinaus gibts essen von acht uhr morgen bis halb zwei uhr nachtsnnn zum trinken gibts dazu viele verschiedene biere und wiskeys und auch der rest der getru00e4nkekarte ist gut sortiertnnn ab und finden der kippe u00fcbrigens auch konzerte stattnund im sommer kann man schu00f6n im biergarten sitzennnn zum ambiente diese <org> hat wirklich kneipenlook dunkelvertu00e4felte holzpaneele dunkle bar schlauchform und podeste einmalig sind aber die vielen teils historischen <org> werden verschiedene mottotage angeboten wie <person> und montags cocktailabendnnn und wems der kippe zu voll ist der geht einfach ins <fac> oder <fac> dort gibts das gleiche konzept von den gleichen besitzern das original aber ist und bleibt die kippennn schande u00fcber jeden studi der die kippe nicht kennt', 'also ich bin ja zugegebenermau00dfen nicht hu00e4ufig kunde der deutschen bahn aber wenn ich dann mal kontakt habe bin ich immer wieder erstaunt wie man hier unter service versteht nnfolgendes hat sich zugetragen kurzformn bahnfahrkarten im internet gebucht <person> natu00fcrlich man ja al bahn laie nichts falsch machenn zu hause auch noch auf den einschlu00e4gigen bahnseiten den <org> sitzplan ausgedruckt da ich spezielle plu00e4tze wollte diese sollten <fac> fu00fcr einen kinderwagen haben nach mu00f6glichkeit nicht weit vom wickeltisch weg liegen mit einem su00e4ugling auf dem arm man sich nicht durch den ganzen zug hangeln und den anforderungen einer gehbehinderten person gerecht werdenn angekommen im db reisezentrum wurde mir aber ziemlich schnell klar gemacht das viele wu00fcnsche auf einmal nun wirklich schwierig sind nach einigen hin und wurden uns dann plu00e4tze wagon entfernt vom kinderabteil wagon 12 und wickeltisch ausgedruckt sei nicht anders mu00f6glich und man ku00f6nnen sich nicht fu00fcr jeden kunden 10min zeit fu00fcr eine reservierung nehmenn tage spu00e4ter nachdem man mal daru00fcber geschlafen hatte bin ich dann noch mal zuru00fcck das reisezentrum und einen plausch mit dem dienststellenleiter gehaltennergebnis alle plu00e4tze sowohl hin al auch zuru00fcck sind jetzt wagen und nicht mehr 12 direkt wickeltisch und kinderwagenstellplatz wu00fcnsche zu 100 erfu00fcllt <org> ist servicennfazit meiner ansicht nach geht im reisezentrum erste <person> und auch den anderen exakt darum dem kunden die fahrt angenehm und sicher wie mu00f6glich zu gestalt zumal wenn dieser gut vorbereitet ist einen su00e4ugling und kinderwagen sowie eine gehbinderte begleitung dabei hat wenn mitarbeiter schlichtweg keine lust haben dem kunden bestmu00f6glich zu helfen gehu00f6ren diese nicht den servicebereich sondern hinter die kulissen wo diese keinen kundenkontakt haben es ist ein schlag ins gesicht de kunden wenn nur mit ich hole ihren chef und der entsprechenden portion selbstsicherem auftreten funktioniert seine wu00fcnsche durchzusetzen zumal diese ja wie diesem fall auch noch problemlos zu realisieren wu00e4ren allerdings kann ich nur jedem raten mit der faust auf den tisch zu hauen den manager zu verlangen und sein recht einzufordern entsprechendes verhalten wird hier belohnt liebe bahn baut doch endlich die sitzplatzreservierung mit sitzplan <fac> wie da auch bei den fluggesellschaften seit jahren standard ist da argument da sich immer etwas u00e4ndern ku00f6nnte ist wirklich schlecht da die bahnmitarbeiter ja auch problemlos konkrete plu00e4tze wu00e4hlen ku00f6nnen warum also nicht auch die kunden die kosten dafu00fcr ku00f6nnte man durch das freisetzen von mitarbeitern realisieren zb diesem standort hier']"
39,32,39_yogurt_frozen_froyo_flavor,"['yogurt', 'frozen', 'froyo', 'flavor', 'vanilla', 'mojo', 'topping', 'tart', 'pinkberry', 'ice']","['ice cream look delicious frozen yogurt lead astray place sure popular line door quest local yogurt joint sure <org> list yogurt ice cream shop', '35 starsnni like place yogurt place smoothy freeze coffee drink froyo quite variety whats seemingly froyo place someone know also like selfserve im big fan place nncame evening st paddys day person work sit outdoors watch party across store <org> thats ok guess theres one store theres harm enjoy nice weather people watch frontnni think froyo flavor offering kinda lack flavor one wind settle vanilla bean try chocolate mint really wasnt fan im sure thats someones thing though far frozen yogurt go vanilla bean fantastic flavor feel good yogurt healthy stuff gluten free full probiotic natural etc nni didnt think service overly friendly also thing join <org> club online yogurt come something wasnt allow use thing unless purchase buck guess miss part hubby order froyo wind pay lot think would consider five buck pay buck still felt like yogurt kind expensive nnsince im obsessive healthful stuff im mood frozen yogurt think ill stick golden spoon flavor plentiful price pretty reasonable get text coupon might come back <org> try smoothie', 'former los angeles resident far froyo capital world always willing try frozen yogurt place day like today great treat nnthat say think call <org> yogurt place stretch yogurt sorbet consistency icy creamy flavor pretty bland taste citrusy similar flavor pinkberry yes selfserve option topping yogurt land wasnt impress taste price yogurt nnif want frozen yogurt happen biltmore area guess would trick wouldnt go back']"
40,30,40_store_grocery_produce_item,"['store', 'grocery', 'produce', 'item', 'shopping', 'shop', 'selection', 'organic', 'find', 'org']","['write review regard particular <org> <fac> summerlin <org> general love <org> best selection meat produce town long smart enough know price realize always save money shop bulk warehouse cannot go wrong costconnthis <org> quarter size <org> across country size place almost always crowded weekend avoid cost hard move aisle people cart parking nightmare check line stretch aisle shopping cart never bring back store pile parking lot think could build usual size <org> due land cost sure one west side could easily put another size <org> <org> rainbow would help reduce crowdingnnthe size store also limit selection item go normal size <org> reno salt lake city carry additional product rockstars jiffy peanut butter limited space cannot offer everything may normally find <org> buying book <org> great cheap anywhere else store book selection small say request item rarely stock also constantly rotate item something stock monday may saturdaynndespite crowd staff friendly depend cashier move check line pretty good pace come weekday right open close move around pretty well', 'use love <org> first open year ago wed find shop wee hour night pick last minute item work really great concept 24 hour grocery store everything could possibly need one roof wed peruse movie bin see could score classic dvd head grocery bring home dinnernnfast forward year later barely stomach go first reason absolute bad smell ever reside outside <org> must busted sewer pipe start year ago never remedied joke particular location go intense remodel im wonder something regardless enough make want shop thats bad isnnsecond selection isnt use remember able find favorite brand remodel clear bunch brand name carry ton generic convenient use bennand careful pricing <org> think easy assume theyll automatically cheap isnt case time often time find low price compete grocery store meat section something desirednnwhat shop frozen food soup cat food oh sometimes find good deal pharmacy well otherwise really isnt need go especially since seem like matter time jam pack people long long line even self checkout oh word warn think shop 1am mean quicker checkout close self checkout line one line open actually check bad 1am 530 people get worknnthis store use super clean fresh feeling unfortunately isnt case anymore maybe still cant get pass stench parking lot regardless save time money find pleasant grocery store hit', 'glamorous supermarket think shopping hardcore grocery shopper find exotics spice selection dream home chef price oh bargainnnthe produce actually organic cannot afford shiny organic label know support local farm california mexico size fruit actually size theyre suppose boyohboy vegetable fruit selection yes sometimes feel like shopping outdoor village market third world country long line yes butcher actually see animal part wasting mention people fight unbruised fruit veggie give feeling realitynnno everything perfectly align like monster marketing genious organic grocery store <org> selection immense unique cheap suggest smartphone assistant whilst shopping im sure run product youve never see youll definitely curious aboutnnand sweet tooth bakery dept definitely satisfy itnnhell 160 <org> food equal bag grocery 100 <org> equal ten bag avoid weekend entire family shopping prepare grocery experience thats perfection least let see grocery shopping use look like elite decide important right lighting color grocery store']"
41,29,41_cupcake_cake_frosting_chocolate,"['cupcake', 'cake', 'frosting', 'chocolate', 'icing', 'moist', 'sweet', 'flavor', 'velvet', 'cream']","['best cupcake ever ive try many cupcake shop <org> bakery delicious moist cupcake try far im huge cupcake fan find crave baby time know everyone rave buttercream im cake person <org> definitely deliver shop pretty far henderson would trouble flavor ive try delicious definitely order birthday cake <org> year', 'warn go sweet tooth know hate admit best cupcake ive taste east side valley definitely one best place get cupcake az start spoonful reeses boy flavorful actually taste like real thing cake super moist must chocolate peanut butter lover also chocolate raspberry cupcake equally divine could really taste raspberry frosting hubby coconut red velvet usually hard please even like want give place star rating knock star poor customer service first enter shop one front baker take forever come front top tell visit <org> compare cupcake didnt say one word wouldve least talked cupcake bit tell wasnt owner enthusiasm look like take dang cupcake get lol dont let poor customer service fool cupcake worth attitude lol', 'try two cupcake last night vegan margarita chocolate cupcake chocolate ganache total 500 chocolate cupcake dry thin layer ganache didnt help maybe icing top balance would betternnthe vegan margarita cupcake yummy moist didnt really taste much suppose tequilalime flavor outside slice lime top cute touch good vanilla cupcake icing sweet enough without gritty sugarnnthe storefront cute decorate well empty go seem like could accommodate afterdinner rush easily think irritating cupcake case arent label clerk didnt seem happy tell inconvenience make label wouldnt asknnoverall conclusion im stick vegan cupcakes despite vehement nonvegan since seem moister hear thing <org> cupcake start carry puppy cupcake cupcake bakery ive would cherry top well top yummy cupcake']"
42,28,42_dentist_dr_teeth_office,"['dentist', 'dr', 'teeth', 'office', 'dental', 'person', 'tooth', 'staff', 'need', 'patient']","['amaze dentist amazing practice periodnnni neglect teeth far long extreme anxiety insurance since dentist find dr <person> base search sedation dentist read review online nndr <person> run best practice town bar none office manager shes office manager <person> game always top schedule insurance issue etc true pro deal nau00efve question show downright care compassion mennhis dental assistant super friendly thorough pleasant work never felt judge perfect smile assistant full informative tip better take care teeth gum nndr <person> hand gold treatment break several visit fault thats bad let get every treatment expect pain blood needle drill ax murderer never happen every time see dr <person> gentle painless experience mouth heal teeth gum truly look good ever though would nnthe sedation get little pricy panic attack visit another dentist simple procedure extra money well spend go nneverybody see dr <person> oral care', 'wow office beautiful dr <person> staff great job dr <person> friendly dentist ever meet great job care tell afraid dentist calm fear ease anxiety take time take lot time explain everything without rush really care patient thanks dr <person> see month', 'husband go dr <person> office since kid suggest go see dentist year last experience horrible never want see dentist however give try go every month dr <person> staff awesome make feel comfortable ease anxiety office also easily accessible <fac> would highly recommend place everyone']"
43,27,43_vegas_buffet_eat_food,"['vegas', 'buffet', 'eat', 'food', 'crab', 'org', 'breakfast', 'trip', 'go', 'leg']","['last trip vegas like idea start <org> first meal ok pretty basic buffet breakfast go <org> paris one amazing breakfast meal alone worth 50 pas third final meal go buffet <fac> alright still pretty basic buffet foodnnoverall price variety 50 pas worth work right get meal 24 hour pas late dinner breakfast lunch dinner thats try breakfast good eat much buffet doesnt mean eat like buffet', 'long weekend vegas friend want leave vega bang eat buffet one suggest go <org> away gonnthe place decorate beautifully lot open space comfortable dining go lunch nice enough offer unlimited bloody mary 10 okay im drivingnnthe food presentation really nice many dish come baby pot chinese togo box etc way win awwww girl dont really care cute money go taste necessarily presentation try little bit everything salad bar waste stomach space nothing really memorable except miso glaze pork slider delicious didnt enough meat selection expect prime rib two creamed corn okay nntheir dessert selection probably highlight buffet yes present cute way didnt care chocolate cover longstem strawberry french macarons two flavor didnt look taste appeal however like variety gelato flavor nni think time think amaze awe <org> look presentation think probably wouldnt go back food selection wasnt great think try mask lack food selection jazz stuff cute tray baby pot tiny wrap food etc nncrazy price okay buffet worth go enjoy <fac> lot low rate nnmeh', 'day vegas boyfriend die head buffet think breakfast would good one read mixed review many across town decide give <org> try locate paris pretty easy find near shop wait line 1015 minute due limited seating due cashier wait seatednonce seat order coffee orange juice take head food line station people crepe get around 1030 perfect start finish breakfast service switch lunch therefore put last fresh tray food egg benedict pastry plenty option bacon decent egss bene good pancake yum turkey bacon chicken sausage hot hash great scramble egg wet pastry taste like come <org> nothing special start crepe sample know stomach growlingnfor price 20 per person wait time pleased moon mean buffet would go overall good experience']"
44,25,44_wedding_ceremony_chapel_photo,"['wedding', 'ceremony', 'chapel', 'photo', 'flower', 'photographer', 'wed', 'arrangement', 'reception', 'person']","['go fit <org> <org> <org> <org> umbrella one review basically customized <org> 19 people nnwe start book <org> <fac> giant 2000sq foot suite <org> <fac> reception one location vega seem totally cool plan throw big party one suite hotel give 20 room guest room wedding despite fact wedding would occur busy time st patrick day spring break march madnessnnwhen decide wedding dinner <org> pleasure work <person> group dining service tirelessly helpful total sweetheart help construct memorable experience dinner reception nnthe experiencenthe wed go without hitch officiant rev <person> keep quick simple honest real heartfelt want vegas guest didnt come far sit long ceremony also guide planner <person> <person> believe great nnthe photographer get great shot minutennfluer <person> amazing sure expensive course taste menu 19 people dish impress please picky palate gourmand party happy able say wedding dinner one best dinner life thank <person> thank great service staff thank <person> nnfinally reception move one tsuites locate 62nd floor <org> place huge big enough party 30 perfect wed party 19 bar floor section big enough dance floor sound system great decor couch table awesome allglass direct view strip attached bedroom equally impressive didnt staff anyone room bartender isnt necessary small party guest fun take turn behind bar playing bartender though pretty sure stepbrother performance get lay <org> great evidence security show twice keep however irate halfdrunk aunt call management explain money wed spent day wed party im pretty sure decide ignore whatever wetblanket party poopers would call security 1am saturday night st partricks day la vega big ups call <org> maybe offer complainer ambienwe never know busy rag 430 nnthe whole <fac> experience memorable could single lady overheard say want wedding could go back wouldnt change thingnnpoints dock reason though take star price stock booze room various photography package outrageous industry standard mean outrageousnnalso issue get audio work reception tell phone audio technician wouldnt come assist little busy imagine groom late wedding dinner terrify guest find reception without music hear word want reach phone strangle ultimately walk phone cause even late probably jack dinner notch boozehounds group surely suck another 15 martini two wait join la vie nnfor curious whole experience total 6000 day event thats obviously pricy 19 person wedding youre thinking ditch big wedding like much funner cheap option everyone everyone blast', '<person> wed photographer extraordinaire wedding something like camera hang around neck know stuff use <person> enagament photo around strip 13 wed 10 17 13 decide want non traditional intimate wedding want something special family close friend decide vega wedding think probably wouldnt able get amazing photographer know area like bay area im southern california currently live average rate wed photographer around 3000 would around 30 wedding budget amazing photo wedding one important vendor decision floral makeup even venue etc love photography photo forever remember wedding delight find <org> website extensive portfolio even post affordable rate website answer email promtly photo gorgeous get many compliment almost make ceremony look even beautiful someone motherinlaw comment ceremony photo heaven must look likewhich funny think thing really go beyond engagment shoot meet holiday weekend strip 9pm work midnight get thousand shot charge low flat rate 110u00b0 night street pack wedding work tirelessly throughout hour hire wouldnt even take break ask something eat guest even remark hard work thank <person> give amaze wed photo treasure rest life', 'wedding ceremony <org> experience chapel ceremony photo department different chapel people make one mistake relate photo deal photo ceremony take lot time effortnnwe book 30 minute chapel review read rush usually receive 15 minute pay 150 additional 15 give 30 minute total purchase package minister perform civil ceremony follow <person> appear say nni go address five issue photo get positive ceremony nn1 email list chapel want photograph chapel chapel confirm list email receive confirm chapel give list photographer receive group shot quick shot parent shot bride groom nn2 want purchase digital image photo chapel charge 1500 per image enough say nn3 want edit digital photo image cost 1500 first photo 500 additional photo addition digital image charge enough say nn4 order wallet size photo photo arrive precut border allow space cut either buy exacto knife rule well possiblenn5 chapel send photo 72 dpi least 250 recommend good quality professional print use image print quality great contact chapel photo department photo least 250 dpi lot back forth time put chapel photo department receive 15 61 image 250 dpi rest still 72 dpi come pay fortune wedding photosnnwhat go photo price photo chapel post website stamp protect copy either pay chapel photo wedding ceremony none one permit take photo chapel except chapel photographer could afford order photo take ceremony wedding lifetime imagine sad irritated disappointed bride nnthe chapel send limo capacity people part package transport chapel back need take back hotel one half hour ceremony finish take photo outside chapel ceremony permit use limo return need free ceremony day wed limo driver surprised indicate could service return bride groom end take guest bus <org> passenger chapel back hotel reception nnthe chapel arrange groom see bride walk aisle good job thisnnif train dress tell want start aisle march reception area go start half way aisle could shut door start photo video would show lobby person lobby didnt care want walk fully aisle father half aisle second train follow properly chapel issue nni consider matron honor wed party walk aisle dad chapel say unless want walk wedding march music ceremony bring musicnnour minister nice think saw three second ceremony ceremony wording fine enough accent make bit difficult understand time <person> performance say fantastic keep secret guest blast sing part three <person> songs entire song also perform ceremony great vow nnwe pay webcast ceremony worth friend family ceremony able watch mean lot share special occasion waynnoverall pleased ceremony part pleased photography experience']"
45,24,45_indian_noodle_food_chicken,"['indian', 'noodle', 'food', 'chicken', 'curry', 'pani', 'masala', 'dish', 'spicy', 'hot']","['craving indian food month since ive due last experience <org> several month ago need indian fix thanks review fellow <org> take talemts mintnso read menu line day new wife would get indian samplerserved rice homemade yoghurt khir dessertngarlic naan fresh warm pretty much melt mouth like use scoom rice dishesnnvegetable pakodas fry veggie chip plenty flavornnlentil chefs way lentil soup tasty hint cilantro outstandingnnthe lamb chicken dish warm flavorfull comforting choose level spice know hot would next time leap brave curious eat spicy food much say dish please go experience dissapointednnnot fan rice puuding khir similar fery smooth rich tasty flavorful cant wait go backnnthanks friend come along din enjoy', 'girlfriend go restaurant two one coupon prefer indian restaurant follow way specific aroma kitschy decor cheap tasty food full indian people kinda like chinese restaurant <org> total oppositennthe restaurant look like supper club modern decor loud music food alright way overprice indian food portion pretty big tho service attentive slownnbottom line probably safe youre indian food virgin go havea coupon discount ive good', '<org> eat home delivery food service finennmost recently goat cheese dish lamb kadai garlic nan curry dish hot spicy medium hot think another indian restaurant afraid make dish hot probably average british palate cant handle though im make assumption herennprice wise fine also u00a315 include tip get cheap closer home similar quality know indian pakistani people say use good indian maybe change ownership take foot gas']"
46,24,46_brisket_bbq_rib_sauce,"['brisket', 'bbq', 'rib', 'sauce', 'pork', 'pulled', 'coleslaw', 'meat', 'barbeque', 'best']","['discover <org> recently highly rat nationally <org> rib brisket top night order sample platter two rib two meat side st louis rib baby back perfectly book bath luxuriously excellent barbeque sauce wife regular hot version friendly service lot happy people <org> gilbert <org> phoenix two great reason live valley bbq sun highly recommend', 'ive come since place open recently eat day ago nni try plenty thing menu let list beginnnbeef brisket tender great smokey flavor nbaby back rib serve dry rub full flavor pull right bonenpulled pork sandwich pile high huge bun top coleslaw serve fry rib 625 killer deal personally love pull pork sauce dont know describe except would drink strawnwhole rotisserie chicken love rub moist tender even white meat course top pulled pork sauce nhomemade chili brisket first couple time like good last time meat bean kinda greasy give another try thoughncorn bread cinnamon honey butterwow thats nred velvet cake get another wownni try catfish yet update please check place outsupport <org>', 'girlfriend stop today lunch usually go <org> <org> real bbq east valley recently move phoenix pretty avid bbq lover try best across country order meat sampler rib tip side mac cheese coleslawnni cant give place star thats generous food clearly bbq day come man know old pull pork rib taste like meat tough lack smoke flavor sampler come steaming come right microwave mac cheese good wasnt worth dollar dollar coleslaw complete rip dollar couple bite coleslaw come mannnoverall seem like good place bbq day old bbq something serve impressive rather drive 45 minute <org> <org> good bbqnns']"
47,23,47_org_hate_pig_location,"['org', 'hate', 'pig', 'location', 'staff', 'go', 'smile', 'friendly', 'like', 'halfpricesake']","['far best <org> location ever go often staff always friendly talk carry conversation every time location quick clean could ask good location', 'general hate <org> <org> really awful la vegas type <org> get people walmart im certain nhowever let clear state particular <org> fall bottom already extremely deep barrel pathetic <org> nwhere shall start complete lack stocked merchandise thats typical every <org> unsavory rather disgusting staff group front smoke pot break go straight fact find anything <org> like adult version wheres waldo even close fun actual heck go layout like throw everything floor randomly yell soooo weeee pig pig pig come get yeah thats one im go', 'wow staff amaze park walk door swing open reach female employee smile hold open say love car haha maybe get close look nngreat friendly people personal local stuff wall success pull local flare international chainnnthe best <org> ive ever']"
48,23,48_car_wash_automatic_detail,"['car', 'wash', 'automatic', 'detail', 'truck', 'clean', 'month', 'vacuum', 'buff', 'cleaning']","['one car wash part town think next closest clean freak car wash count one gas station didnt feel like drive far today decide give <org> try badnnit two drive trough car wash one pump quarter token even full size rv wash ive never even see rv wash much less automatic wash impressed also detail center rv dump station think seem pretty diversenni go soft touch car wash far leave seem well automatic car wash right label quick wash something like price nni little confuse automatic wash work ive go one hook onto wheel pull one drive machine drive around car thingnnheres tip go grab brush bucket prewet prescrub difficult area grill wheel way machine go good chance get everything automatic cleaner generally terrible job itemsnnso star felt like price bit high place use unlimited plan <org> could go many time want month plus get free unlimited vacuuming something like 15 month wash go cost 9nni expert pricing either buy month plan use super frequent wash home', 'car wash literally dump ive car wash 10 time time something wrong car dirty forget vacuum rear carpet dont dry enough get water mark nnthe detail center area pick car paper garbage guests walk get car nni live less mike end drive <fac> <fac> <fac> wash like mini detail car come spotless restaurant inside food amaze', 'normally go dannyt happen need car wash last minute option past good experience seem good system great guy take car dont pressure buy additional service great compare car washesnnthe one thing annoy fact rain check policy like car wash nni wash car friday 25 early afternoon nice sunny night storm saturday call ask rain check <person> say dont offer one tell pretty much give away 20 wash plus tip ridiculous pay customer support local business reconsider policynni would recommend car wash happen area dont bother go way']"
