Topic,Count,Name,Representation,Representative_Docs
30,35,30_breakfast_egg_pancake_hash,"['breakfast', 'egg', 'pancake', 'hash', 'toast', 'bacon', 'brown', 'biscuit', 'diner', 'coffee']","['<org> open space formally <org> seem pick leave phoenix sure happen however part tempe know breakfast place indeed nice traditional breakfast lunch diner place open area nni chicken fry steak sausage gravy delicious seem fresh also egg easy cub new potato decent though hash brown look especially good also side biscuit okay like biscuit bit thinner crispier like fluffy biscuit like one note five berry jam come say biscuit especially good nni say service excellent look forward come back possibly give another star ive chance try wide variety food notice pumpkin sweet potato pancake try one pumpkin pancakes someone elses plate dining group good besides breakfast item offer salads burger soup sandwich come midday meal come try see think big thumb solid breakfast place area doesnt enough', 'go breakfast one open early weekend morning walking ambience nice however much compliment give order standard breakfast egg toast sausage potato first service slow take around 15 minute get food busy early morning toast burnt egg still bit raw hash brown pile grease sausage bland one offer refill coffee lastly price pay absolutely overprice honestly would much prefer go <org> spend dollar breakfast expect mediocre instead experience', 'usually work night breakfast usually lunch people say rare occasion im 11am get little excited eat breakfast food usually <org> togo place nnas name suggest serve typical breakfast faire omelet breakfast meat egg plate waffle pancake etc menu centralize around always versatile protein nnmy personal favorite scramble specifically <org> scramble medley scramble egg ham bacon sausage mushroom onion bell pepper simplicity win <org> consistency quality food keep return customer also give option toast banana nut muffin meal urge opt muffin mighty tasty nnservice good date get busy primetime breakfast hour especially sunday nnso youre area ignore national franchise pancake house diner come work']"
31,34,31_trail_park_hike_fac,"['trail', 'park', 'hike', 'fac', 'ride', 'lake', 'playground', 'lot', 'wildlife', 'workout']","['big fan trail wish close true bee top quite sure expect reach topprobably amazing <org> like cinematics blow wind find great trail run even run entire park first referee rugby couple hour many runner family awful like read trail like may get lose people follow find luckily well use trail plenty people lead right direction entrance fee <fac> mountain park', 'since weather awesome lately decide give trail try browse map various trail decide <fac> little mile include routennlost dog wash trail ntaliesin overlook backtrack tonold jeep trail tonringtail trail <fac> trail easy good beginner lot trail bike jogger action trail one group hiker stroller babiesseriously complete faili dont know thinkingnnuntil get high ground decent view <fac> couple spot <fac> <fac> much look atnhttp wwwyelpcom biz_photos lostdogwashtrailscottsdaleselect2fdee35hrvjmn5zspynq2fdee35hrvjmn5zspynqnhttp wwwyelpcom biz_photos lostdogwashtrailscottsdaleselectd9tp167hbqyd9ayllscdyad9tp167hbqyd9ayllscdyanhttp wwwyelpcom biz_photos lostdogwashtrailscottsdaleselectpiv7jl4vqvzzqpzsexgdwpiv7jl4vqvzzqpzsexgdwnhttp wwwyelpcom biz_photos lostdogwashtrailscottsdaleselectfwislfwlv9nrevlk0g3uhqfwislfwlv9nrevlk0g3uhqnhttp wwwyelpcom biz_photos lostdogwashtrailscottsdaleselect2sxvipce9uc537uwyfx9mw2sxvipce9uc537uwyfx9mwnnother view theres much look besides sonoran desertcholla saguaro weed brush random green stuff read <person> review trail hop see lot wildlife besides occasional bird two squawk didnt see hear anythingno javelina coyote hawk bobcat mountain lionswe struck outnnthere restroom trail head parking lot nice adequate im sure ill hike trail againi might go <fac> next time <fac> backside <fac> factor 50', 'town san diego love hiking im staying <org> block away echo trailhead nothing go stop experience camelback even sprained ankle endless comment read hard hike bad idea anyone afraid height would completely disagree fear height heart sink im edge cliff ive never fall asleep airplane unless black try keep awake would think moderate fear height affect experience <fac> trail go come back summit look <fac> trail notice pretty sketchy ridge line narrow expose side like id probably avoid route far intensity <fac> trail extreme mean especially mountaineering trail use run switchbacks rock scramble hike new however overly technical lot fun way far water go personally didnt need bottle bring along become nuisance carry know tragedy occur hike due dehydration remember thats hike hell popular mountain matter odds say wouldnt recommend bringing water properly hydrate start however hike trail 3pm nice november day like dont freak read tip mid summer find drag gallon water hill end hike great workout probably good idea shape scenery view amaze back soon another run camelback enjoy friendly encouraging helpful company local thanks scottsdale']"
32,34,32_vegas_buffet_eat_food,"['vegas', 'buffet', 'eat', 'food', 'vega', 'great', 'org', 'trip', 'crab', 'meal']","['dont know place doesnt get enough attention foodie visit la vegas well yes strip <org> offer cheap table game one good place play poker vega nnthe food quite good consistency important book place number time always equal quality bread good salad come meal good steak good seafood good nice see vega steakhouse serve meal salad side nnit must family visit vegas nnps place wont blow sock definitely satisfy steak hunger without spending bank', 'day vegas boyfriend die head buffet think breakfast would good one read mixed review many across town decide give <org> try locate paris pretty easy find near shop wait line 1015 minute due limited seating due cashier wait seatednonce seat order coffee orange juice take head food line station people crepe get around 1030 perfect start finish breakfast service switch lunch therefore put last fresh tray food egg benedict pastry plenty option bacon decent egss bene good pancake yum turkey bacon chicken sausage hot hash great scramble egg wet pastry taste like come <org> nothing special start crepe sample know stomach growlingnfor price 20 per person wait time pleased moon mean buffet would go overall good experience', '<org> great place eat wife go trip vegas january make reservation eat <org> friend tell must eat <org> vega big night tuesday jan 26 2010 fabulous great meal starter salad house dress die ask waitress <person> sell answer bad would buy case salad share bone filet mignon mouth watering lobster tail order chateau potatoes every thing superb treat great minute walk front door waitress <person> wonderful staff member meal <person> treat viewing <person> wine table pretty cool day return home vacation receive thank card <person> nice end great vacation wonderful meal next time visit vegas would highly recommend eat <org>']"
33,34,33_pittsburgh_beer_city_sandwich,"['pittsburgh', 'beer', 'city', 'sandwich', 'great', 'know', 'org', 'dont', 'drink', 'place']","['overrated place pittsburgh opinion beer nothing special neither food service routinely awful youre look cool unique pittsburgh experience id recommend <org> <org> day', 'flew pittsburgh airport last friday immediately yelp burger nearby sort high rat decide <org> second place locate downtown pittsburgh youre travel want see core city perfect lot restaurant shop around good spot start exploringnni din two others make point try many thing possible two type wing balsamic garlic best crunchy like still feel remorse order blacked bleu order let live vicariously pierogies good must get burger love shipwreck heard rave review dont care whatever great fry get top truffle oil couldnt leave without funnel cake get cinnamon nngreat atmosphere awesome beer list live pittsburgh id definitely regular', 'cant think pittsburgh bar restaurant <org> old pittsburgh one best drink reasonably price food great dont even get start atmosphere really know make feel home youre unsure get ask <person> tell need know dont know else get stop reading go already']"
34,33,34_cream_ice_cake_chocolate,"['cream', 'ice', 'cake', 'chocolate', 'flavor', 'pie', 'banana', 'gelato', 'scoop', 'sweet']","['seriously people az must hard good ice cream put unique combination together doesnt mean good ice cream maybe im bias im san francisco spoil birite ice creamnn know good ice cream eat <org> hype nnthe salt caramel start good taste like flavor whip cream leave rotten milk taste mouth make keep say ew try honey blue cheese strong flavor nothing special nni get try good thing theyre arizona california wouldnt successful nnnot mention staff rude one hot saturday afternoon tell something three people behind counter still take minute acknowledge lady simply cold annoyed nnok point take wont back loss well least', 'finally make check dessert selection <org> mood banana cream pie settle chocolate cream pie slice pie 450 decide whole pie 1500 large slice like preslice pie convenient avoid mess cut also slice equal sizennmmmm pie yummy sure love chocolate whip mousse like cream filling white whip cream use also tasty crust flaky tasty well generous garnishment shaved chocolate generous rich pie well worth 15 bucksnnthey old school style refrigerate glass cake pie display case spinning display blast past surennwe select already make strawberry shortcake cake strawberry large top could bring pay 3600 cake even special occasion sure look delicious think next time get slice test first sure worth money look divinennyou call ahead special pie cake requestnnall cake pie homemade premise bakerynnthe option mind blow look amazingnni wait next opportunity try pie cakesnncakescheesecakespies galore scratchnncakesnnangel coconut cake banana cake black forest cake black cake boston cream cake carrot cake chocolate fudge cake chocolate mousse cake chocolate peanut butter cake frost cake hawaiian cake german chocolate cake kahlua cake lemon white cake mm cake marble cake mango cake orange cream cake milk cake oreo cake peanut butter cake pineapple upside cake strawberry torte cake strawberry shortcake cake tres lech cakenncheesecakesnnblueberry cherry chocolate fruit delight lemon macadamia peanut butter <org> plain raspberry sour cream <org> strawberrynnpiesnnapple banana blueberry cherry chocolate cream banana cream peach lemon cream pumpkinnnnmmmmm yum sure great place get birthday cake view menu online see option chocolate gonache butter cream frost cake etcnndelicious babynni miss time wish know sooner wonderful bakery', 'worth drive one make ice cream like anymore truly hand craft make premium ingredient taste quality superiority milk cream flavoring etc scooptacular 100 responsible extra 10 lb put first year live laveen yes spoon jump right mouth side note <org> right across street lol make mission try flavor one year almost make list couldnt fit jean slow ice cream consumption nnwe go year let tell ice cream compare entire country cold stone youll never slum try <org> home grown old fashioned ice cream nnfavorite flavor family include red velvet cake mint chocolate chip oatmeal cookie one favorite dont even adore oatmeal cooky begin cookie monster yes blue truly worthy grown ups attention trust orange creamsicle salt caramel butter pecan birthday cake way well place well keep give sample cheerfully dont shy try least 34 settle want also punch card youve indulge adequate number gluttonous indulgence get one free nnthey also great shave ice get hawaiian style cream add delicious great product friendly staff always dvd playing kid dont little one still enjoy watch old favorite like incredibles car nnmy complaint wish stay open 11 friday saturday night instead 10']"
35,32,35_cupcake_cake_frosting_chocolate,"['cupcake', 'cake', 'frosting', 'chocolate', 'sweet', 'icing', 'moist', 'velvet', 'flavor', 'cream']","['best cupcake ever ive try many cupcake shop <org> bakery delicious moist cupcake try far im huge cupcake fan find crave baby time know everyone rave buttercream im cake person <org> definitely deliver shop pretty far henderson would trouble flavor ive try delicious definitely order birthday cake <org> year', 'warn go sweet tooth know hate admit best cupcake ive taste east side valley definitely one best place get cupcake az start spoonful reeses boy flavorful actually taste like real thing cake super moist must chocolate peanut butter lover also chocolate raspberry cupcake equally divine could really taste raspberry frosting hubby coconut red velvet usually hard please even like want give place star rating knock star poor customer service first enter shop one front baker take forever come front top tell visit <org> compare cupcake didnt say one word wouldve least talked cupcake bit tell wasnt owner enthusiasm look like take dang cupcake get lol dont let poor customer service fool cupcake worth attitude lol', 'try two cupcake last night vegan margarita chocolate cupcake chocolate ganache total 500 chocolate cupcake dry thin layer ganache didnt help maybe icing top balance would betternnthe vegan margarita cupcake yummy moist didnt really taste much suppose tequilalime flavor outside slice lime top cute touch good vanilla cupcake icing sweet enough without gritty sugarnnthe storefront cute decorate well empty go seem like could accommodate afterdinner rush easily think irritating cupcake case arent label clerk didnt seem happy tell inconvenience make label wouldnt asknnoverall conclusion im stick vegan cupcakes despite vehement nonvegan since seem moister hear thing <org> cupcake start carry puppy cupcake cupcake bakery ive would cherry top well top yummy cupcake']"
36,29,36_yogurt_frozen_froyo_flavor,"['yogurt', 'frozen', 'froyo', 'flavor', 'vanilla', 'mojo', 'topping', 'tart', 'ice', 'pinkberry']","['ice cream look delicious frozen yogurt lead astray place sure popular line door quest local yogurt joint sure <org> list yogurt ice cream shop', '35 starsnni like place yogurt place smoothy freeze coffee drink froyo quite variety whats seemingly froyo place someone know also like selfserve im big fan place nncame evening st paddys day person work sit outdoors watch party across store <org> thats ok guess theres one store theres harm enjoy nice weather people watch frontnni think froyo flavor offering kinda lack flavor one wind settle vanilla bean try chocolate mint really wasnt fan im sure thats someones thing though far frozen yogurt go vanilla bean fantastic flavor feel good yogurt healthy stuff gluten free full probiotic natural etc nni didnt think service overly friendly also thing join <org> club online yogurt come something wasnt allow use thing unless purchase buck guess miss part hubby order froyo wind pay lot think would consider five buck pay buck still felt like yogurt kind expensive nnsince im obsessive healthful stuff im mood frozen yogurt think ill stick golden spoon flavor plentiful price pretty reasonable get text coupon might come back <org> try smoothie', 'former los angeles resident far froyo capital world always willing try frozen yogurt place day like today great treat nnthat say think call <org> yogurt place stretch yogurt sorbet consistency icy creamy flavor pretty bland taste citrusy similar flavor pinkberry yes selfserve option topping yogurt land wasnt impress taste price yogurt nnif want frozen yogurt happen biltmore area guess would trick wouldnt go back']"
37,29,37_dentist_dr_office_teeth,"['dentist', 'dr', 'office', 'teeth', 'dental', 'person', 'need', 'patient', 'tooth', 'staff']","['amaze dentist amazing practice periodnnni neglect teeth far long extreme anxiety insurance since dentist find dr <person> base search sedation dentist read review online nndr <person> run best practice town bar none office manager shes office manager <person> game always top schedule insurance issue etc true pro deal nau00efve question show downright care compassion mennhis dental assistant super friendly thorough pleasant work never felt judge perfect smile assistant full informative tip better take care teeth gum nndr <person> hand gold treatment break several visit fault thats bad let get every treatment expect pain blood needle drill ax murderer never happen every time see dr <person> gentle painless experience mouth heal teeth gum truly look good ever though would nnthe sedation get little pricy panic attack visit another dentist simple procedure extra money well spend go nneverybody see dr <person> oral care', 'wow office beautiful dr <person> staff great job dr <person> friendly dentist ever meet great job care tell afraid dentist calm fear ease anxiety take time take lot time explain everything without rush really care patient thanks dr <person> see month', 'husband go dr <person> office since kid suggest go see dentist year last experience horrible never want see dentist however give try go every month dr <person> staff awesome make feel comfortable ease anxiety office also easily accessible <fac> would highly recommend place everyone']"
38,28,38_birthday_wine_service_dinner,"['birthday', 'wine', 'service', 'dinner', 'celebrate', 'boyfriend', 'dessert', 'great', 'dish', 'special']","['impress meal service pretty much entire experience birthday dinner look something special think get itnnfirst say service impeccable server <person> know menu inside patient answer question everyday menu order beautiful bottle wine help sommelier try lamb tongue good say fan lamb chop good hefty portion like eat sad couldnt finish boyfriend oxtail gnocchi say wish order amazingnnwow memorable birthday dinner even though hop see <person>', 'fabulous time <org> last weekend self declare foodie try critique way almost every fine dining restaurant strip boyfriend birthday decide branch dine <org> summerlin enjoy awesome staycation <fac> experience start finish top notch nnthe steakhouse salad die forthat dress amaze petite filet cook perfectly bf queen cut prime rib huge lobster chowder enjoy garlic mash mac cheese side everything delicious get talk didnt take much order deep fried oreo dessert wow lb gain worth pricing align steakhouse caliber las vega felt worth since gimmicky theme didnt yell hear othernnoutstanding service entire waitstaff especially main server <person> put boyfriend dads joke make evening extremely enjoyable nnwell definitely back', 'thanks much <org> purchase <org> place special occasionmy birthday able make appointment day birthday celebration admit youre familiar <fac> try find dry bar little tricky yogurt place <org> nni greet great customer service even remember birthday bonus point offer glass champagne whisk away get hair wash groupon include 10 minute scale massage highly recommend add service blowout nnjessica fantastic job hair natural curly hair lot able blow dry hair style fast could ever wish could style hair every morningnncheck dry bar amazing blowout bad deal 35 wash blowout style would use another special occasion thanks give amazing hair birthday']"
39,27,39_und_die_ich_der,"['und', 'die', 'ich', 'der', 'da', 'ist', 'den', 'zu', 'nicht', 'auch']","['hatte nun schon mehrfach die gelegenheit hrhartmaier seiner <fac> besuchen zu du00fcrfen ndas restaurant ist unterteilt ein edelbistro und den gourmetbereich beiden bereichen kommt da essen aus der selben ku00fcche im gourmetbereich wird halt etwas mehr dazwischengebautnnn die einrichtung ist modern aber dennoch zuru00fcckhaltend man bekommt ein sehr behagliches gefu00fchl farblich auch gut abgestimmtndie speisen sind natu00fcrlich saisonal ausgewu00e4hlt jedem falle immer frisch und von absoluter qualitu00e4t ich ku00f6nnte mich zum beispiel die sauren linsen mit der gebratenen <person> hineinlegen nnn besten bin ich bisher mit menu00fcs gefahren man bekommt da dann doch noch etwas mehr von der variationsbreite der ku00fcche mit und ruhig ungeniert beim partner probieren schadet nicht <person> beim geschu00e4ftsessen dann vielleicht doch die <person> auf dem eigenen teller behaltennnn mir gefu00e4llt besonders die weinauswahl die vernu00fcnftige weine zu guten preisen neben hochausgefallenen gewu00e4chsen stelltnich selbst bleibe dann aber immer bei den johner weinen vom kaiserstuhl hu00e4ngen die sind immer eine top mischung zwischen preis und qualitu00e4tnnn ganz zum schluss wage ich mal eine behauptung ich bin sicher die gilt nur fu00fcr mich abernhabe nun die gru00f6u00dfte menge aller sterneplu00e4tze baden abgeklappert egal wie sie sich nennen und wie hoch dekoriert sie auch waren jedem platz gab dann zum schluss irgendwas zu meckern nicht der villa hier war die qualitu00e4t bisher stabilstennnn weiter hr <person>', 'gestern hat sich lincontro ein eigentor geschossen wir waren eine gruppe von personen und ging alles schief schief laufen kann nok nicht wirklich alles aber doch einiges neins vorab wir sind de u00f6fteren hier zu gast und bi jetzt ist eigentlich alles gut gelaufennnun aber zum gestrigen desaster getru00e4nke wurden bestellt und sie kamen dann auch da ist schon mal die halbe miete <person> sah beim <org> au wir mussten 15 std auf da essen warten obwohl der <person> gut wie leer war kurz vor dem servieren ist der ku00fcche aufgefallen das zutaten fu00fcr die eine speise ich weiu00df nicht mehr bestellt wurde ausgegangen waren der gast durfte sich neues bestellen natu00fcrlich viel spu00e4ter kam al bei den anderen darf echt net passierenneiner von uns hatte <org> und war lapprich das ungenieu00dfbar war wir haben sie zuru00fcckgehen lassen mu00fcssen der flammkuchen war zu lang im ofen die nudelgerichte waren nicht al dente sondern verkocht ich hatte die dorade die zwar gut war aber weiu00df gott nicht raffiniert ne gab noch etliche weitere beschwerden dass der <person> eine runde ramazzoti rausgemacht hat ist zwar nett aber der abend war gelaufennnn sterne gebe ich nur deshalb weil sonst immer ganz nett da drin war wir geben dem <person> bestimmt noch eine chance aber darf sich nicht wiederholen', 'also ich bin ja zugegebenermau00dfen nicht hu00e4ufig kunde der deutschen bahn aber wenn ich dann mal kontakt habe bin ich immer wieder erstaunt wie man hier unter service versteht nnfolgendes hat sich zugetragen kurzformn bahnfahrkarten im internet gebucht <person> natu00fcrlich man ja al bahn laie nichts falsch machenn zu hause auch noch auf den einschlu00e4gigen bahnseiten den <org> sitzplan ausgedruckt da ich spezielle plu00e4tze wollte diese sollten <fac> fu00fcr einen kinderwagen haben nach mu00f6glichkeit nicht weit vom wickeltisch weg liegen mit einem su00e4ugling auf dem arm man sich nicht durch den ganzen zug hangeln und den anforderungen einer gehbehinderten person gerecht werdenn angekommen im db reisezentrum wurde mir aber ziemlich schnell klar gemacht das viele wu00fcnsche auf einmal nun wirklich schwierig sind nach einigen hin und wurden uns dann plu00e4tze wagon entfernt vom kinderabteil wagon 12 und wickeltisch ausgedruckt sei nicht anders mu00f6glich und man ku00f6nnen sich nicht fu00fcr jeden kunden 10min zeit fu00fcr eine reservierung nehmenn tage spu00e4ter nachdem man mal daru00fcber geschlafen hatte bin ich dann noch mal zuru00fcck das reisezentrum und einen plausch mit dem dienststellenleiter gehaltennergebnis alle plu00e4tze sowohl hin al auch zuru00fcck sind jetzt wagen und nicht mehr 12 direkt wickeltisch und kinderwagenstellplatz wu00fcnsche zu 100 erfu00fcllt <org> ist servicennfazit meiner ansicht nach geht im reisezentrum erste <person> und auch den anderen exakt darum dem kunden die fahrt angenehm und sicher wie mu00f6glich zu gestalt zumal wenn dieser gut vorbereitet ist einen su00e4ugling und kinderwagen sowie eine gehbinderte begleitung dabei hat wenn mitarbeiter schlichtweg keine lust haben dem kunden bestmu00f6glich zu helfen gehu00f6ren diese nicht den servicebereich sondern hinter die kulissen wo diese keinen kundenkontakt haben es ist ein schlag ins gesicht de kunden wenn nur mit ich hole ihren chef und der entsprechenden portion selbstsicherem auftreten funktioniert seine wu00fcnsche durchzusetzen zumal diese ja wie diesem fall auch noch problemlos zu realisieren wu00e4ren allerdings kann ich nur jedem raten mit der faust auf den tisch zu hauen den manager zu verlangen und sein recht einzufordern entsprechendes verhalten wird hier belohnt liebe bahn baut doch endlich die sitzplatzreservierung mit sitzplan <fac> wie da auch bei den fluggesellschaften seit jahren standard ist da argument da sich immer etwas u00e4ndern ku00f6nnte ist wirklich schlecht da die bahnmitarbeiter ja auch problemlos konkrete plu00e4tze wu00e4hlen ku00f6nnen warum also nicht auch die kunden die kosten dafu00fcr ku00f6nnte man durch das freisetzen von mitarbeitern realisieren zb diesem standort hier']"
40,27,40_fish_seafood_clam_shrimp,"['fish', 'seafood', 'clam', 'shrimp', 'crab', 'salmon', 'lobster', 'chowder', 'shooter', 'hamachi']","['im glad decide try <org> past year ive disappointed phoenixarea sushi restaurant <org> isnt good area compare well restaurant city toonnhiro small quiet restaurant dark sophisticated color even restaurant full atmosphere relax family would still good place date nnim incredibly picky freshness fish im eat raw ive pass family feel way youll happy learn none complaint areannhiros portion large great love shashimi fact favorite item salmon sashimi <person> truly beautiful salmon last night taste even good look tuna sashimi also serve generously good nnthe nigiri item order ikura salmon egg ika squid suzuki bass unagi eel suzuki usually prepared ponzu cirtus vinegar get without unagi usually barbeque offer husband two different way cant remember way order barbequed daughter say delicious could taste one wasnt glutenfree ikura daughter ikura fan say good im squid fan since see ive give <person> five star know enjoy squidnnid like make special note edamame restaurant popular appetizer treat care free chip get cheap mexican joint theres lot overcooked edamame town <org> edamame three large bowl bright crispy didnt see salt outside pod must season way pea inside mildly salty seem flavor nnhiro take reservation weekend make one go early saturday 6pm want sit sushi bar okay table already reserve within half hour arrival table fill sushi bar toonnwell definitely back', 'east coast er like fish chip personal thing think look grow eating bring <org> last night find childhood memory believe experience friend <org> beginning lot new memory fish delicious lightly bread greasy many fish chip spot town serve deep fry fish dripping grease fish choice menu wonderful haddock cod catfish shrimp delicious fresh full belly ipswitch clam incredible fact food good isnt enough say hospitality top waiter none order food cash register deliver table friendliness owner <person> staff dont think felt welcome recent visit restaurant quite small storefront restaurant table downside restaurant lack liquid refreshment variety offer sweet yucky softdrinks much menu deserve beer nice dry chardonnay', 'let start say im tough please come seafood probably something grow islandnni must say <org> clean staff extremely friendly courteous overall nice experience broil cod would say mediocre husband ahi sandwich good cod best ive case could clearly taste frozen fish get side clam chowder share full flavor best item everything order still best ive hadi say best az far nnit seem thing get <org> fish chip fry fish make bad fish taste good ill take everyones word nnnot sure kind expectation perhaps need remind arizona worth husband seem really like three star clean restaurant friendly staff husband like decent clam chowder']"
41,24,41_brisket_bbq_rib_sauce,"['brisket', 'bbq', 'rib', 'sauce', 'pork', 'pulled', 'ribs', 'coleslaw', 'meat', 'best']","['ive come since place open recently eat day ago nni try plenty thing menu let list beginnnbeef brisket tender great smokey flavor nbaby back rib serve dry rub full flavor pull right bonenpulled pork sandwich pile high huge bun top coleslaw serve fry rib 625 killer deal personally love pull pork sauce dont know describe except would drink strawnwhole rotisserie chicken love rub moist tender even white meat course top pulled pork sauce nhomemade chili brisket first couple time like good last time meat bean kinda greasy give another try thoughncorn bread cinnamon honey butterwow thats nred velvet cake get another wownni try catfish yet update please check place outsupport <org>', 'girlfriend stop today lunch usually go <org> <org> real bbq east valley recently move phoenix pretty avid bbq lover try best across country order meat sampler rib tip side mac cheese coleslawnni cant give place star thats generous food clearly bbq day come man know old pull pork rib taste like meat tough lack smoke flavor sampler come steaming come right microwave mac cheese good wasnt worth dollar dollar coleslaw complete rip dollar couple bite coleslaw come mannnoverall seem like good place bbq day old bbq something serve impressive rather drive 45 minute <org> <org> good bbqnns', '11 buck bbq half chicken half rack ribs plus corn bread cole slaw bbq bake bean last time saw price like vega 1992 1992 elli island must say though price playas club member girl table able work charm waiter get discount anyway im sorry say charm thing didnt work next day come back group dude full price couple buck totally worth rib best ive ever bbq sauce delicious keep rib smoker day grill em right order theyre delicious fall bone chicken cook perfectly although white meat get little dry dont eat right away nnover course two meal eat 15 chicken full rack ribs plus container bbq sauce nnits shame wasnt valentine day 1499 dinner special im sure <person> would love nnoh yeah blackjack 150 beer']"
42,21,42_edinburgh_tram_fac_project,"['edinburgh', 'tram', 'fac', 'project', 'booze', 'place', 'pub', 'course', 'meadow', 'city']","['<org> great little restaurant serve traditional british food situate centre <fac> <fac> right centre city around corner main shopping street edinburgh <fac> convenient place reach nnthe inside restaurant really contemporary modern wooden floor wooden table chair lot light space come first time week ago dinner place look great inside find sit wooden bench get really uncomfortable back either hour itch stand dinner menu pretty small decent selection option chill pea soup start completely amaze first time eat cold soup didnt think go like full flavour taste really fresh salmon new potato main course equally beautiful salmon cook perfectly great wee sauce go yum nnthe price pretty reasonable main course cost u00a37 three course meal cost u00a320 good deal <org> great restaurant serve delicious food might want prepare bring cushion uncomfy seat', '<org> gorgeous boutique hotel edinburgh locate bank forth leith visit brasserie brunch recently amaze start soup day self service chef table lovely creamy spicy parsnip soup invite select something chef table load option omelette waffle cold meat salad bread pancake pate terrine past experience suggest book table earlier day second time visit brunch option limit due busy early also pace much lovely food offer dont first two course wont room rest nnnext main selection six option menu recommend roast salmon finally room order dessert dont worry light option sorbet fresh fruit salad tasty u00a31995 marvellous wont need eat rest day sunday brunch popular busy sometimes feel little busy neighbouring table little close comfort personal boundary come feel try pack customer far much ala brasserie serve greattasting cuisine prepare incredible local ingredient enjoynnif weather suit even enjoy alfresco dining drinking terrace also lucky enough stay boutique hotel hotel gym <org> work heavy brunch', 'love tram love unearth old tram line glasgow edinburgh love pace love still carry air superior public transport status bygone day trolley busesnnmost european city blackpool tram edinburgh havent tram since 1956 decide bring em back theory wonderful idea add another dimension edinburghs reliable clean city transport increase interest tram fanaticsnnunfortunately reality grim thing get grizzly appear grumpy hope see point tram take age cause upheaveal disruption general grievance people edinburgh seem hold production project take era complete quote 2012 realise dip cause global recession still bit irritatingnnmoreover really really sadden think way consider project fund city council <org> surely moment good way could spend money politics review rarely ever entwine feel many cut deal moment time pour money something thats surplus requirement dont know much project maybe local please enlighten wrong bus travel area city train moment scotland face serious blow may send spiral back notsohallowed day <person> time tell one digressnnso much dismay incline feel point time project frivilous cut everywhere inevitably affect museum attraction enjoy also severely threaten physical mental financial health country large admittedly <person> <person> skirt although expect see second blow thrown next hammer scot dont know reign severe bitter economic winter bring behind let hope get back currently feel though money could invest something safer necessary point time rather project although wonderful way perhaps least <person> worry year comennfor someone didnt want bring politics ive good job keep oops offence intend debate welcome disagree opinion opinion']"
43,21,43_org_hate_pig_staff,"['org', 'hate', 'pig', 'staff', 'go', 'goesnni', 'weeee', 'notnnget', 'corp', 'areannits']","['hate <org> everything sometimes joint town gotta go one go less people <org> like normal society nice staff doesnt seem like leper willing help occasion dont press luck <org>', 'lately ive slack review bc life goesnni love <org> close place excellent customer service <org> offer <org> inside well great organic areannits open 24hrs per day service desk open 7pm plus need money order offer redbox machine outside store clean spaciousnnthe beer liquor selection pretty decent deli many selection smith notnnget <org> reward card save', 'general hate <org> <org> really awful la vegas type <org> get people walmart im certain nhowever let clear state particular <org> fall bottom already extremely deep barrel pathetic <org> nwhere shall start complete lack stocked merchandise thats typical every <org> unsavory rather disgusting staff group front smoke pot break go straight fact find anything <org> like adult version wheres waldo even close fun actual heck go layout like throw everything floor randomly yell soooo weeee pig pig pig come get yeah thats one im go']"
