,label,text,sentiment,confidence
480897,4,"Pittsburgh has changed alot in the zillion years i've been living far away from home. I first hears of this place when this years yelp event was located here. My sister and I immediately fell in love. The following weekend, we came back to the strip for a visit. \n\nI like the community feel of the stalls. Fits in the strip district feel.\n\nYou can even get bruton's milk here! I'm not a milk fan, but if you can score Bruton's chocolate milk... you MUST try! The dairy farm is about 10 minutes from my mom's house... and their chocolate milk is killer! \n\nWhen you enter the market, to the left is a wooden store (for lack of better words). Basically every product is made out of work. Everything inside is so beautiful and interesting. \n\nIt's a great place to walk around and spend an hour or two!",1.0,0.9936484694480896
328753,2,"I'm not sure how to rate a Starbucks. They all seem similar & you don't run into too many grouchy baristas.\n\n I head here for a White Chocolate Mocha Expresso & that's about it. I actually agree with the person who mentioned starbucks coffee seems burnt & bitter. The expressos are delish though. \n\nFor a tiny corner shop, you can fit a good amount of people here. There are a few long tables in the middle & multiple 2-seater tables along the walls.  It was still pretty packed on Saturday night. Grinds my gears though when someone is working away on their laptop with Chinese takeout next to them & didn't spend one penny on starbucks to take over an entire table. Hm, free wifi problems.",0.0,0.9724071025848389
177003,4,"So today this chino finally met the Bandido, and it sure was good! My first time here so i got to try some samples of different concoctions of asian/mexican food to see what i would like. Now if you're looking for good chinese food this isnt the place, and if you're looking for good mexican food this isnt the place. This place was meant for the fusion of both together to create a new style of food. For example i had the emerald chicken, which was pan fried or steamed chicken breast with the green onion ginger sauce they put on chinese steamed chicken, it was ok i probably wont get it again because it was just something i could make at home, but then i had the roasted pork in a burrito, now if you know how the red chinese roast pork taste like try to picture this in your mind, the sweetness of the sauce that marinades the meat with the chewyness of the best kind of tortilla, the chewy soft not dry kind. And the flavor of the flour tortilla all topped with some salsa which i think they use sweet chili sauce, im not sure but it was dang good. But thats not all i got the pork fried rice underneath which was weird yet savory at the same time, the way they season the fried rice makes it taste different and unique. The plate i had also came with a side of black beans which were pretty amazing as well. I am by no means a bean liking person, however these beans were so good i had to eat em, they had a savoryness with some spice, almost like they made it with a little soy sauce and chili. Last but not least the sugar cookie, it tasted homemade and was soft, and chewy. Overall i think it depends on the person, it could be a hit or miss with this place because the flavors are so unique and different. Theres one thing for sure though, if you get the two item plate you will be stuffed, i was so full afterward i felt like i didn't need a dinner, but that didn't stop me from eating one anyways! ;)",1.0,0.9882013201713562
284769,1,"smallest papaya salad I ever seen ,pad see ew lack of flavor,but the pad thai was good,msg for sure its in the dishes average dish $7.50 throat was dry after eating here",0.0,0.978486955165863
563297,2,"Good restaurant, good food, and attentive service. But we all had pretty rough upset stomachs after. Must have been the fish in the rolls...",0.0,0.9855632781982422
342734,2,"place was packed.  we were told 20 minute wait but ended up being an hour.  the manager bought us a drink in the meantime, though, which was nice, especially with their prices.  almost impossible to get a drink at the bar.  loud and annoying house music blasting and douchebags and douchebaguettes abound, but the food was good and the menu interesting.\n\nworth a try when you've got $300 free to blow on dinner for two, which i always do...",1.0,0.9976174235343933
437853,3,Great Doctors I have to say! They actually take the time to listen. I will say their staff\nVery unprofessional and very rude . ( because of staff MINUS 1 star ),0.0,0.9957893490791321
229174,4,"This maybe the greatest place in Vegas. Deep Fried Twinkies and Oreos.....MMMMMMM. Not to mention the atmposhere here was awesome...everyone have fun and friendly. It was more like a party than a casino...but if you go on Saturday nite be ready to wait in a line for the twinkies and oreo, but sooooooooooooooooo worth it.",1.0,0.99967360496521
197759,3,mmmm....I love the Burrito Bowl....I think you get more for your money.  They have their signature Rice with Lime & Cilantro now with Brown Rice.  And I love the Guacomole....Mmmmm.,1.0,0.9966375827789307
579857,0,"Wed afternoon, only 4 people in the place and THE COOK FORGOT TO MAKE OUR PIZZA???? REALLY???????\nThe waiter brought us some one elses pizza too.\n. The manager DID NOT EVEN OFFER TO TAKE IT OFF OUR BILL. Said the GM wouldn't allow it. But would buy us dessert? HA HA i just wanted what i ordered.\nWe always eat early to avoid long waits and bad service BOY DID WE GET TRICKED!!!!!! My family and I will NEVER EVER GO THERE AGAIN, TERRIBLE CUSTOMER SERVICE!!!! And I let them have too!",0.0,0.9953452944755554
93850,0,Nothing special. The Mekong Palace still better but this is my second dim sum. Still looking..,0.0,0.9991769194602966
20334,0,"Let's use the power of Social Media to inform people about Danny's Carwash at 83rd Ave & W. Bell Road.....Please share my bad experience with your contact list. \n\nBell Road has the worst customer service ever. After forgetting 4 things I paid for and only addressing 1, I was told by the GM Tim B.-H., that he was sure that I put grease on my windshield so I could complain and request a refund. I was there just 8/25/2012, around noon with my 20 month old grandson around noon and if you have toddlers I'm sure you know that hanging around a carwash in the heat of the day ...when he just wants to take a nap is not my idea of fun. When I asked him to at least fix the windshield his reply was.... he would but it was going to take him quite a while to get it fixed. When I went to the counter to ask for the phone number to corporate, he advise them not to share any phone numbers or names etc..... with me. I then proceeded to ask one of the workers to please just get the grease ...off my windshield...he tried but was stopped by Mr. Tim B.-H., and instructed not to help me. Danny's car was has had huge financial issue recently and I have still been a faithfull customer for the past 10 yeas, but obviously this will now change. The best part of the story is when I did call corporate this morning I was instructed by Corey who answered the phone... that all issues must be resolved at the location in which you had the problem....He would not let me speak to anyone at the corporate level and told me not to even try cause he would make sure I didn't get to speak with anyone in the corporate office.  Later I called back and Corey did give me an email address.   So anyone out there know a good carwash in the NW Valley?\n\n Thanks, April Blair Childs-Brossman",0.0,0.9995787739753723
663683,2,"It really depends on what you want out of the show.\n\nGet your ass rocked off? No. \nWhy would you come to this type of show?\n\nTo simply be entertained? Get a sense of variety in a show?\nTHAT you will get. And how.\nIt is what I guess would be described as \""a Vegas Show\"".\nThe musicians were Top Shelf. Props to the band!\n\nThe Audience / Crowd? \n\""Are there any Rednecks here tonight?\"" and the place went nuts..........\nYou get the picture.\n\nTalented dude no doubt.\n$100 a ticket. YOW!!\nGlad there are ways around that as a \""local\"".\nAnd at 1-1/2 hours the show was REALLY getting close to too long.\n\nokay been there done that...whats next?",0.0,0.9988601207733154
24361,4,"Went with the fam tonight and it was just like old times.  Nothing has changed, thank heavens.  Hot sauce and chips: just right, not greasy.  Small, plastic tumblers filled with crushed ice--yes.  Combination #6 is my current favorite.  Enchilada sauce: not too thin not too thick.  Taco: small and crispy, not some huge crazy size.  Shredded cheese:  a nice sprinkling over taco, tostado, and cheese enchilada.  Cash only.  It's back--yea!",1.0,0.9039688110351562
243130,3,"Cute little store with fun merchandise, kind of pricey.  I always find something to buy here, usually nail polish or hair and nail accessories.  I went in today on a fast trip before a movie to see if they had any Xmas nail decals.  They didn't but I ended up with some pretty nail art stencils, a silver nail art pen, and a magnetic necklace.  They always have something on sale, too.  It's one store I'll always pop into when I'm in the mall.  The clerks are nice and helpful here, too.",1.0,0.9988798499107361
586619,4,My first visit to Vegas and I have to say that The Laundry  Room welcomed me with open arms.,1.0,0.9997890591621399
79763,4,"I came to this restaurant with a few friends to celebrate the new year, and we couldn't have chosen a better place. Reasonably priced for a quality experience, I opted for the Biscuits and Gravy and coffee, along with the complimentary butterscotch scones, because I overheard our waitress mention the gravy was delicious. It was perhaps the best sausage and gravy biscuits I have had! The biscuit was delicately baked, the turkey sausage tasted like regular sausage, the eggs were a sizeable portion and stayed hot, and the hashbrowns were tasty too! Highly recommended.",1.0,0.9995629191398621
27501,1,The hostess service is great. The waitress service is very poor. Had to ask twice for water. we were ignored and mocked.,0.0,0.9952855706214905
163365,1,I was working an event at the venetian for 8 solid days. And for 8 days I was exposed to their god awful catering. I can only compare it to the worst institutional food you can imagine. I have had better hospital food. One day they served us pizza that looked like a slab of dough with gobs of cheese. They couldn't even spare us tomato sauce. just gobs of cheese and practically raw bread. I can't even go into how poor the service is all over the hotel. It was very clear that the right hand doesn't have a clue what the left hand is up too. I can't ever imagine doing an event here again. There is absolutely no quality of service just mass produce poor institutional food is the best way to describe it.,0.0,0.9995885491371155
300998,0,Worst service ever experienced in the Tuke.  Food decent if you ever get the server to put it in.  Ordered 2 coors lites no less than 4 times with 4 different servers- all no shows.  Horrible service - no organization. First and last time!  Waitress admitted she was new and it was bad experience- come on mgt get it together!,0.0,0.9994334578514099
690915,4,"The better half and I just closed on our house, which happens to have a very large, and beautiful pool. We want to keep it that way, so pool service is a must. I heard about Honest Pool Care from my brother-in-law who speaks very highly of them.\n\nIn that I am heading out of town, I wanted get an estimate ASAP. I spoke with the manager Steve, who said he would call the owner Kevin and try to have him come same day. Kevin was able to come within in hour of my call ( he was in the hood!) and he was awesome. \n\nIn that I am a first time pool owner, I really needed some Pool Maintenance 101. I thought I filled it with water and would be done with it, turns out there are pumps and motors and filters and blah blah my head hurts. Kevin explained to me how everything works, and gave me a clear idea of everything I need. He explained how my filter is a bit small for my pool, 300 gallons vs 500, but he was very chill and indicated as a brand new home owner, it is not high on the priority list, that I can wait until it stops working - which I found comforting, in that I'm already terrified by the all the bills I'm just now realizing I have to pay.....(.Home depot ads just took on a whole new meaning) I liked that Kevin didn't come over and just start trying to sell me stuff. \n\nWe then talked about equipment. I don't have any, and my pool is currently full of leaves. Kevin explained all the different models of vacuums, in relation to my awkward shaped pool, and the diving board. He explained the pro's and cons of each, and told me he could sell one to me, or simply show me the model he had in mind and I could buy it online. ZERO PRESSURE to buy from him, just very straight forward, matter of fact and down to earth. I have worked in sales my whole career, and I really liked his tone. \n\nAs for the service, we agreed upon a monthly rate which I think is very fair. He explained to me how sometimes rates can adjust as equipment is needed, but I  shouldn't expect any surprises in my bill, and I will be alerted anytime a larger fix is needed. \n\nI will update the review once I have continued ongoing service, but for now the customer service was top notch, and Kevin is totally the kind of guy you would invite over for a BBQ.",0.0,0.9588829278945923
462500,4,"Arturo, Marcos#2and Erick did a great job!! This company was recommended by a friend and he raved about their quality of work and we were not disappointed. They were courteous, hard working and very careful with all of our items! We would recommend this company to anyone who is moving and wants peace of mind with using a moving company!!",1.0,0.9996235370635986
84666,3,"Cheap. and Nice place if you go to the restaurants , They also have these places in food-courts and the food is about the same. Decent",1.0,0.9974409341812134
660675,3,"Great food, incredible view, excellent service. What more could you ask for. We've done the prix fix many times and just ordering off the regular menu is great too. Can't go wrong for a special occasion dinner here.",1.0,0.9997952580451965
173898,4,Amazing french little restaurant in the middle of the Venetian. Sit outside if you can! Oysters were delicious as was the chicken dish --and the mussels. Definitely a great quaint spot if you are looking for good food and a great low key atmosphere.,1.0,0.9997884631156921
235238,1,"Seriously, what's so fancy about this place when the food and the atmosphere doesn't reflect anything close to fine-dining. I have eaten million times in fine-dining places from L.A. to Europe and this is DEFINITELY NOT the place to experience delicious fine dining. However the prices and portions does fit to the fine-dining definition unlike the taste, service and atmosphere.",0.0,0.9748511910438538
53468,0,"I simply called to get some info about t-moble. And curious about the data plan and the process. And the mister i was talking over the phone was an AssHole very rude, and doesn't give a shit about new costumers.",0.0,0.9892457127571106
120871,1,"This is a LOCALS hotel and casino. The Tourist rarely venture this far east downtown and for good reason. I myself have always stayed west of El Cortez using that as my boundary marker. \n\nMy friend who is a local suggested we go here and get some cheap drinks. I am a tough cookie so it was fine us coming here and being able to handle the \""darker\"" side of Vegas. They have cleaned this property up a lot we were informed by several different locals that night during our visit. Was interesting hearing of the past history of drugs, scandal and \""alleged\"" murders that have taken place on and around this casino. As one guy shared with us that years ago he never would have stepped foot in there without his \""Nine\"" and a bullet proof vest. WOW \n\nThe only reason we came here was for $1 shots, and generous $1 beers. Otherwise this is really not my type of crowd or atmosphere. I was solicited a few times which really just reminded me to ask myself WTF am I doing here? \n\nDaily Drink Specials \nCoors Draft * $1.00 \nShot of Jack Daniel's, Jack Daniel's Honey, Smirnoff, Jose Cuervo or Southern Comfort * $1.00 \nCorona * $2.00 \nCoors Light * $1.00 \nBusch Draft * $1.25 \n\nMy suggestion is come here as a group rather than solo if you must as locals. I would not inform out of towners or tourist to come here as this is not the most positive or common \""Vegas\"" experience. We should really keep this place a secret and for good reason. \n\nMy final word: \n\nThis was an \""interesting\"" experience and keep a firm grip on your purse! \n\nAlso be sure to look north, south, east and west at the same time while walking from and to your car in the parking lot.",0.0,0.9587675333023071
285329,0,Under new management and ownership.  Was there last night for my first time in months and the new owner was walking around everywhere with a beer in his hands talking to his employees like crap as though he was king shit or something.  NOT impressed at all and I will not be back there.,0.0,0.9997503161430359
634757,4,"This place lives up the hype!  VERY tasty sandwiches - I've only tried the Bella so far but it was awesome. Definitely a lot of food, and I'll probably skip the chips next time.  The staff were really cool and friendly.  I'll definitely go back and try some of the other sandwiches!",1.0,0.9997313618659973
632455,3,"This place was in the food court at our hotel in the MGM. One of the many places we had in the food court. How can you go wrong with chicken tenders? I ordered the 3 strip plate which came with a side. It usually comes with fries but I decided to swap those out with the mac and cheese. It added to the price, but I wasn't really feeling fries at the time.\n\nThe tenders were pretty good. Better than a lot of the ones I've had out there. The chicken was fresh, moist and tender. Where most get it wrong is in the breading. Some can be too hard and dense. The breading on these were great, not too soft or too hard, just right. Which makes chewing easier. The seasoning was good too, I hate when chicken tenders are too salty, but these were also in good proportion. The mac and cheese I got was good as a side and fulfilled my craving, just wish the portion was bigger for it.\n\nOverall, a good choice for a quick bit to eat if you are nearby in the hotel.",1.0,0.9953826069831848
240926,2,Service horrible.  Don't get Orlando as waiter if you want you food to come out in a reasonable time.  Very unprofessional.  They should be ashamed.  Food was good though.,1.0,0.9652798175811768
577111,4,"My first 5 star rating. \n\n\nNot enough words to describe this place. I've been looking for a shaved ice place since I moved to AZ from HAWAII. Glad I found this place. As authentic as you can get, Kevin brought all his talents from Oahu to this place. Plenty of flavors to choose from. He is nice enough to let you try samples if it's your first time. Atmosphere is as good as it gets besides actually being on north shore. \n\n\nWill gladly be back sooner than later.",1.0,0.9996806383132935
134418,2,"I stayed here, and will have to say, I'll likely stay again! Yeah, the rooms are completely barren of any wall hangings. No, there is no internet in the rooms. I even caught a little bug in my bathroom this morning. But you know what, its in the center of the strip, and I got rooms for $70/night on Friday and Saturday - unheard of!\n\nThe rooms are clearly old, but clean. The beds are comfy enough for drunk/hungover people. They even had a mini fridge and a hair dryer in my room - things I did not expect at this price point. \n\nDon't get me wrong, it is ghetto. But for the location and the cash, its totally worth it! I'll be back when I need another vegas fix, and don't want to blow $500 on a room at Ceasar's (that really is the Saturday night rate!!).",1.0,0.988318920135498
72368,4,Andi is so funny. We hit it off right away! I will return again. Prices are super reasonable and the staff act like family but in a fun way.,1.0,0.9996365308761597
586342,2,"This place is decent enough for what it is.  I can't give it 5 stars because the burger didn't blow me away and I can't give it 4 because it was overcooked for how I ordered it. I ordered medium-well and it arrived well done with no pink inside.  \n\nI went around 12 noon on a Monday and there was no wait at all to get a table.  The burger took about 20 minutes to come out after I ordered it.  The hostesses and waitstaff were very nice.  \n\nI ate the Hell's Kitchen burger which is asadero cheese, roasted jalape\u00f1o peppers, avocado, and and oven roasted tomato.  I liked this combination of ingredients and the burger was actually pretty moist considering it was well done.  We didn't get the truffle fries because the serving size is huge and there's no way we could have eaten all that in addition to our burgers.  They did look very tasty, though.  It would be nice if they had a small side order for $5-6 or something, instead of the 2000 calorie $11 size.",1.0,0.9944319128990173
2083,3,"Everyone that comes to Pittsburgh must try Primanti Bros at least once. I have been there multiple times but this is my first review of the place. The sandwich is something to see and eat especially after a night of drinking. The original location is definitely the best especially for the people watching aspect. \n\nI chose the sandwich with bacon and cheese and it was definitely consistent with the other times I have been there, but I will say this after you have gone once you will never need to go back unless its late and you need something to soak up the alcohol.",1.0,0.999099850654602
516653,4,"My father and I recently checked out Dig This and did the Big Dig where we each drove an excavator. It was great! My dad and I loved it! The staff there is wonderful, the equipment is top notch and well maintained, and the experience is really fun! There is not much of a learning curve at all, and the controls are pretty easy to learn. You are in constant communication with the \""foreman\"" via a headset, which makes it something anyone can do. Check it out, it's totally awesome!",1.0,0.9997519850730896
10528,0,"Might be the worst vinyl focused store I've been into. I'd say 80% of the records, including the whatever Beatles records in the \""collectibles\"" box are beat to heck (and five times the price they should be for the condition). They didn't put records in plastic sleeves. Beat 80s pop records that should be $1-2 in NM/NM shape are $6.50, but hey, there is a buy one get one half price, or something like that special. Really, the dregs of records. I flipped a little bit but there was absolutely nothing. Most of these records should be dumpstered. I'm super pro indie record stores, but sometimes when three other stores pass on stuff there is a reason it shouldn't be put out.",0.0,0.99967360496521
55938,3,"I know that sometimes this subject gives people the creeps, but this store has a calming effect to it. Instead of feeling some witchy aura, there is a sense of spirituality. I like how there is a good mix of multiple beliefs that spans across Paganism to Buddhism. \n\nIf you are searching for some balance and relaxation the Psychic Eye has many tools to calm down the nerves. Their extensive collection of aromas, incense, wind chimes, and other tools will aid you in finding peace of mind.",1.0,0.9989547729492188
600945,2,"Ok...so your thinking that this is just another average review.  I say \""NO!\""  this is a challenge to a very needed restaurant in Gilbert.  Sushi that drives by your table on a continuos basis is very under-rated.  Please don't judge until you have experienced it.  Ahi Revolving Sushi has occupied the space of a previously failed Japanese restaurant and done their best to present a business model that could succeed.  However, there are some glaring observations that I feel will only lead to failure.  They are as follows:\n1. Secure a Liquore license prior to opening.  Even LDS business owners know this rule\n2. Don't scare your patrons away with life sucking fluorescent lights in your dining room.\n3. Sushi restaurants need to serve things like \"" Sake Bombers\""  see number 1\n4. Don't hang unlit fluorescent lights like you are threatening patrons that you could suck more life out of you if you wanted to.  see number 2.\n\nThe truth:  good Sushi, good prices, good service....Scary environment, my eyes hurt, oh God",0.0,0.9971108436584473
133120,2,"Good atmosphere, once you get inside. Knowledgeable/helpful staff. Lamb was tough, but vegetarian picks were good.",1.0,0.9991099238395691
663705,3,"Whenever I go to Vegas, I always either stop by the Bellagio Buffet or the Wynn Buffet. Neither of them ever disappoint.\n\nGreat cuts of meat, cocktail shrimp, and king crab legs. I eat pretty much the same stuff at every buffet in Vegas, but it's the quality that counts. Wynn is the best, but Bellagio is a close second.\n\nIt's not cheap, but you're in Vegas, splurge a little!",1.0,0.998649537563324
213993,1,"first rain club experience & it was okay. it was just chaotic just cuz Pauly d from jersey shore was there. there was a mob of people outside the club so people on the guest list had to fight their way to the front. there was no distinct separation of lines, so you can't tell by looking where guest list, VIP table, or general admission line started. the music played there was mainly house&trance. Not really my type of scene I'm more into hip hop, but hey I gave it a try anyways. If you come here be prepared to fist pump! That seems to be the trend in the club. Although my first experience here was meh.. the hottest thing about the club... the go-go dancers! Mad props the the girls getting it in them high heels! =]",1.0,0.6360002756118774
127492,0,"I was completely underwhelmed by the whole experience here. Not only do the machines pay nothing. But also I must have had my invisible suit on because not one server came by to see if I wanted a coke , coffee or beer. My room was OK, but the toilet in my families room next door didn't work and neither did their hair dryer for the gals. And even when I was leaving EARLY they wanted to give the money back but didn't even have a toll free number to call.",0.0,0.9985191226005554
109328,2,"Went for lunch on a Sunday.  It was very busy, with a lot of the frat-house college crowd here for the game. We had a large party, and the person organizing our get-together tried to call an hour before we arrived to put our name on the list, but no one answered the phone after repeated attempts.  So, when we got here we waited for a bit outside while some tables cleared out.  When we finally got a table, they gave us a table that couldn't seat all of us, for they wrote down the wrong number of people for our party.  \n\nAfter some more shuffling and rearranging of chairs and tables, we finally got seated.  I tried a sample of the pumpkin porter, and had the portabella-veggie beer bread.  The pumpkin porter was decent, and had a nice pumpkin-spice taste to it.  I wasn't a big fan of the veggie beer bread.  I was expecting more of a loaf-type bread instead of the flatbread that actually came out.  As a result, the dish was more of a wrap than a sandwich.  The interior of the wrap was filled with lots of fresh veggies, but I was hoping to find more portabella mushroom in it.  In addition, the veggies themselves were bland, and so overwhelmingly garlicky that I felt like I could ward vampires away for a mile with my breath.  \n\nDespite having a large party, service, once we were seated, was good.  The waitress had no problem splitting our checks, and she refilled our drinks promptly as needed.\n\nAnother thing to note is that there isn't any A/C in the building, just overhead fans, so if you come on a hot day you might be sweating a bit!",0.0,0.8136024475097656
240173,0,"Do not, I REPEAT DO NOT HAVE YOUR CAR WASHED HERE. They will steal loose change from your car, and who knows what else. I just finished having my car washed there and noticed all the quarters were taken out of my change compartment of my car. It's not the amount that bothers me ($2.00-$3.00 at most), it was the complete lack of respect for customer's property.\n\nAlso, the people who greet you when you pull up are hard sellers for detailing. What they don't tell you is the $200+ price tag that comes with it. Be wary with this place. Better yet, avoid it all together for a car wash. There are other more reputable places around.",0.0,0.9994195699691772
644323,4,Love this place!!  Sashimi slices are generous!!  Service is great!  My new favorite place!!!,1.0,0.9998809099197388
487318,2,"Reservation-seater problem. The hotel owner kept telling about Lakeside on TV, and what a great chef is there. So we reserved a table there the day before from our room in Wynn and asked for outside one. On the phone they told us about great food there and dressing rules, so we dressed up. When we came in, they asked us to wait. We ordered a couple of drinks. In 20 minutes the seater calls us to follow her and leads to the inside table at the entrance. We were really confused. Why we waited 20 minutes, if the restaurant inside was less than half full. We told her that we ordered an outside one. She asked, did we say to the hostess here, that we want on \""the patio\"". No, when we were reserving from the room we asked \""outside\"".  She didn't check and just said, that they don't have this information and if we want the patio, we can wait, but she will put us down on the list, so it will take an hour or more. This sounded like ultimatum, and we got a feeling we had no choice, so we sat down at the table. But the sitting was not comfortable - entrance and under the air conditioner. We didn't want to spend $200 like this. My husband approached the main hostess and explained her the situation, she was very courteous and professional and we moved outside. \n\nAmbiance and service. The lake is beautiful and shows are interesting. Waiters are friendly and courteous.\n\nFood. Everything was delicious, but the highlight is spice crusted big eye tuna. That chef and cooks did a great job.\n\nOverall, I guess it would be a much better experience if not a reservation-seater problem.",0.0,0.9796184301376343
52535,1,Well I am a diehard Diners drive-ins and dives follower so I had to check out this spot... I will have to say really friendly staff but really slow service... Guy must have been suffering from sleep deprivation from his travels this was not good BBQ... The corn was just gross had to have been boiled in water for hours so over cooked. The chicken was so so and the beef brisket and pretty good pulled pork was ok... I was so disappointed with my experience here  the service was so slow they gave us two free beers it kind of made it a little better but not really will not be going back.,0.0,0.998995840549469
401209,3,"How an East Coast -er likes his Fish and Chips is a very personal thing.  I think we're all looking for what we grew up eating, and that is what brought me to Lazy Joe's Fish & Chips last night.  I did not find my childhood memory but,  I believe the experience myself and friends had at Lazy Joe's is just the beginning of a lot of new memories.  The fish was delicious, lightly breaded and NOT greasy at all!  Too many fish and chip spots in this town serve deep fried fish dripping in grease!  The fish choices on the menu are wonderful, haddock, cod, catfish!  The shrimp was delicious and fresh and the full bellied ipswitch clams were incredible!!!! And, if the fact that the food was so good isn't enough, I have to say the hospitality was over the top!  Not the waiter, because there is none.  You order food at the cash register and it is delivered to your table.  It's the friendliness of the owner Joe, and his staff.  I don't think I have felt more welcome in any recent visit to any restaurant in quite a while.   It is a small storefront restaurant with only a few tables.  The only downside to this restaurant is it's lack of liquid refreshment variety.  They offer sweet, yucky, soft-drinks, and not much more to a menu that deserves a beer or a nice dry Chardonnay!",1.0,0.9348785281181335
633780,4,Detail while you work or at home. I have nothing but great things to say about The Art of Detail Auto Spa. The owner Art is a professional and more importantly honest. \n\nI recently purchased an indigo blue hyundai and called the Art of Detail to ask them what I could do to protect and take care of my car.  (I am a total neat freak and want my car looking clean and i want that look to last as long as possible) The owner Art was very honest and told me to wait a couple of months. Something to do about the finish of new cars.\n\nLet me be clear this is MUCH MORE then a car wash. They literally put your car through a myriad of treatments. Waxing buffing etc. Art will speak with you about the best options for vehicle and how to properly maintain it so it looks fresh for the lifetime of your vehicle.\n\nCrappy car washed last a couple of days. But bringing your car to The art of detail every 2-3 months will not only make your car look spectacular but protect it for its lifetime.\n\nThe way I look at it my car is the 2nd or 3rd most expensive investment why not protect it with a 5 star service. :)\n\nThanks Art! C u in a couple of months!,1.0,0.9787217974662781
667832,1,"Well, it's cheap.  \n\nThat's basically what Food 4 Less has going for it.  Other than that, there's not much.  Since I just got done being a student paying my way through college, I recognize the value of cheap and I would be a great big liar if I didn't say that a good portion of my shopping has centered around here because of convenience and, well, necessity.\n\nHowever, now that I can afford NOT to go there, I don't very much any more.  Basically how it works is that Food 4 Less buys the cheapest stuff possible to pass the savings on to you, or something.  Therefore, the selection is pretty lacking.  This specific location smells TERRIBLE when you walk in, and it just feel like there's an inherent grit all over everything.  Ew.  Grody.\n\nIt's a lifesaver if you need to cut corners in every way possible if you can over the funk.  Blech.",0.0,0.9997076392173767
649198,2,I'm so torn writing this review. This place has so much going for them. The location is great! It's next door to Paradise and other popular eateries. The decor is vibrant and inviting. It's like a modern day diner. You walk in and the girls take your order there. They have lots of recommendations for you and will answer lots of questions if you have. They are pretty patient. The menu offers many choices and unique options in my opinion. I do think it's a little pricey. For my son and I it usually runs us usually $20 and he eats off the kids menu. It takes about 7-10 mins to get your food. I have been here twice. The first time I got the bacon cheeseburger which they told me they cook the burgers medium well not medium. Well I ordered my burger medium and well honestly it came partially still mooing. The burger itself was great and full of flavor minus the mishap. I did order the gluten free bun and it was great. Also with side of half and half fries which I'll get back too. Second time I ordered the spicy shrimp burger. It was ok...tasty but ok. This time my bun crumbled in my hand. I think it was old. This my friends took away a star. Again another basket of half and half of fries and the same thing as the first time. They were so dry. Even with sauce bar it was dry as a dry wedding! I don't get it. For a burger joint French try's have to be on point! This took away my last star. So I wanted to love this place so bad. I'll try it again and we'll see!,1.0,0.6020119786262512
509293,0,"I went to Marjerle's Sports Grill in old town scottsdale last sunday and it was by far the worst restaurant experience i've had in a long time, or maybe the worst of ALL TIME. \n\nFirst off, we sat at a table on the patio and after the server took our drink orders, it took about 30 minutes to actually receive our drinks. Whether it was her fault or the bartenders fault for the delay, she didn't even check on us or apologize for the delay during that entire 30 minutes. When my boyfriend needed a second drink, the waitress was no where to be found so he proceeded to go to the bar to get a drink. The bartender stood on her phone for about 2 minutes texting away. And then proceeded to walk apart my boyfriend waiting at the bar to go continue texting in the back. \n\nFor food, we order a side salad and sliders; two menu items that shouldn't take longer than 10-12 minutes. Well, surprisingly, the food came out to us in about 15 minutes. Question was: is the food going to be good? NO ABSOLUTELY NOT. The bun on my 3 sliders were burnt to a crisp. But it doesn't stop there, when I looked at the meat patty of one of my sliders, it looked as if a huge bite was taken out of it! This is when I had enough. I called the waitress over, told her the issues we had, which she apologized for. I told her we didn't want to order anything else and just wanted the bill. \n\nFor two rounds of drinks for 5 people, a crappy side salad, and burnt sliders, we paid a whopping NINETY FIVE DOLLARS for what was the WORST dining experience i have ever had. So bad, its almost funny.",0.0,0.9995536208152771
422602,3,The old trailhead is not available. You must take Happy Valley to Ranch Gate Rd (picture added with directions from old trailhead). I enjoyed this trail very much! I loved having the opportunity to boulder and explore a neat cave just off to the right when heading back. It was also fun to hike around the circumference of the Thumb. No running water but there are bathrooms. I want to come back for some lead climbing. 4.4 mile steep round trip hike from the main trailhead.  Lookout adds on a mile or go all out with 13 miles RT on Gateway loop and park at 104th and Bell.,1.0,0.9989217519760132
38115,1,"I don't like giving negative reviews but this week really got under my skin. \nI went twice in one week and both time they screwed up my order. The first time they forgot my bagels. The second, it was bad. I ordered a pretzel bagel, with veggie garden schmear, avocado and turkey. Sounds amazing, right? What I got instead was a pumpkin bagel. Talk about a disgusting mess. Sorry Einstein's, I won't be back for a while until you get your affairs in order.",0.0,0.9979420304298401
351409,2,"Strengths. The coffee was delicious, and the ambience was relaxed. \n\nAreas of opportunity. The service is a bit lacking. After the person in front of me was helped, it was at least one minute before anyone acknowledged that I was standing there. It's understandable if additional tasks need to be done before taking my order, but say to your customer, \""I'll be with you in just a moment.\"" By not doing so, the customer feels awkward and you miss an opportunity to show you want their business. \n\nNo one introduced themselves. As a result, there was another missed opportunity to make a connection. A simple, \""Welcome to Sunrise Coffee. My name's ________, and you are?\"" can go a long way toward making a loyal customer. \n\nThere was no conversation made. This is another missed an opportunity to build rapport with your customer. As a result, there was no relationship started. Try, \""How's your morning going so far?\"" or \""Is this your first time here?\""\n\nOverall, I was satisfied, but I have no compelling reason to make this a regular spot. If it's convenient, I'll go, but otherwise, I wouldn't go out of my way for it.",0.0,0.998688280582428
